Material,Material_desc,Productos_Por_Empaque,BrandPresRet,ProdKey,Brand,Presentation,MLSize,Returnability,Pack,Size,Flavor,Container,Ncb,ProductType,ProductCategory,SegAg,SegDet,GlobalCategory,GlobalSubcategory,BrandGrouper,GlobalFlavor
9661,JOYA FRESA 1.75 LTS PNR 8B,8,JOYA 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,FRESA
5793,VFRUT CITPUNCH 1.5L PNR12,12,VALLE FRUT 1.50 L NO RETORNABLE,NARANJADAS FAMILIAR,VALLE FRUT,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,CITRUS,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,CITRUS
9549,DEL VALLE RESERVA ARANDANO 237 NR PET 6,6,DEL VALLE RESERVA 237 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE RESERVA,237 ML NR PET,237,NO RETORNABLE,237 ML,INDIVIDUAL,ARANDANO,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,ARÁNDANO
119,FRESCA 500 ML RET VID 24B,24,FRESCA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,FRESCA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,TORONJA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
14380,CC CAFE EXPRESSO 235 ML NR LAT 4B,4,COCA-COLA CAFE 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA CAFE,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,EXPRESSO,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS SABORES,COCA-COLA,""
506,FANTA FRESA 3 LTS NR 6B,6,FANTA 3.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
9826,MONSTER E ZERO ULTRA 473 LAT 6,6,MONSTER ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,MONSTER ENERGY,LATA 16 OZ.,473,NO RETORNABLE,473 ML,INDIVIDUAL,ZERO ULTRA,LATA,1,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,MONSTER,CÍTRICOS
2,COCA-COLA LIGHT 12 OZ RET VID 24B,24,COCA-COLA LIGHT 355 ML RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,12 OZ. RET,355,RETORNABLE,12 OZ.,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
765,JOYA PINA 2.5 LTS NR 8B,8,JOYA 2.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,PIÑA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PIÑA
14481,FRESCA TORONJA 500ML VRT ETIQ 24,24,FRESCA 500 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,FRESCA,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,TORONJA,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FRESCA,TORONJA
3366,ADES FRUTAL NARANJA 200ML TPK 40,40,ADES LACTEO 200 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES FRUTAL,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,NARANJA,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,NARANJA
5703,COCA-COLA 710ML PNR24,24,COCA-COLA 710 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,710 ML NR,710,NO RETORNABLE,710 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
1984,COCA-COLA LATA 6B (MULTIPACK),6,COCA-COLA 355 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,COLA,LATA,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2593,SIDRAL MUNDET LATA 355 ML NR 24B,24,SIDRAL MUNDET 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SIDRAL MUNDET,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,MANZANA,LATA,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
9184,DEL VALLE DURAZNO NECTAR 250 ML TPK 40B,40,DEL VALLE 250 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,250 ML TETRA,250,NO RETORNABLE,250 ML,INDIVIDUAL,DURAZNO,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,DURAZNO
1964,FANTA 400 ML NR 12B,12,FANTA 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,FANTA,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
1187,JOYA PONCHE 600 ML NR 6B,6,JOYA 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,PONCHE,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PONCHE
9663,JOYA PONCHE 1.75 LTS PNR 8B,8,JOYA 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,PONCHE,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PONCHE
4671,SCLARA LIGHTDES 1L TPK2,2,SANTA CLARA ESPECIALIZADA 1.00 L NO RETORNABLE,LECHE UHT ESPECIALIZADA,SANTA CLARA DESLACTOSADA LIGHT,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE DESLACTOSADA L,TETRA PACK,1,LECHE UHT ESPECIALIZADA,LACTEOS,LECHE,LECHE UHT ESPECIALIZADA,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
14098,SPRITE SIN AZUCAR 355 ML NR LAT 24,24,SPRITE 355 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE SIN AZUCAR,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,LIMA LIMON,LATA,0,SABORES LIGHT,REFRESCOS,SABORES,SABORES LIGHT,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
14016,DEL VALLE MANZANA JUGO 1.00 L NR PET 6,6,DEL VALLE 1.00 L NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,INDIVIDUAL,MANZANA,PLASTICO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANZANA
14293,FANTA FRESA 1.75 L NR PET 4,4,FANTA 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,FRESA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,FRESA
14261,MIX 355ML NR LAT 6 (TCHHS2LL2FG2PT) MPK,6,TOPO CHICO HARD SELTZER 355 ML NO RETORNABLE,BEBIDAS CON ALCOHOL,TOPO CHICO HARD SELTZER,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,SURTIDA,LATA,0,BEBIDA ALCOHOLICA,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,BEBIDAS CON ALCOHOL,FABS,HARD SELTZER,TOPO CHICO,MIXTO
14252,COCA COLA SIN AZUCAR 1.50 L RT PET 12,12,COCA-COLA SIN AZUCAR 1.50 L RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,1.5 LTS. RET,1500,RETORNABLE,1.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9185,DEL VALLE MANGO NECTAR 250 ML TPK 40B,40,DEL VALLE 250 ML NO RETORNABLE,JUGOS Y NECTARES LONCHERA,DEL VALLE,250 ML TETRA,250,NO RETORNABLE,250 ML,INDIVIDUAL,MANGO,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANGO
99,COCA-COLA 6.5 OZ RET VID 24B,24,COCA-COLA 192 ML RETORNABLE,COLAS REGULAR INDIVIDUAL RETORNABLE,COCA-COLA,6.5 OZ. RET,192,RETORNABLE,6.5 OZ.,INDIVIDUAL,COLA,VIDRIO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14221,SCL LECHE SEMIDESCREM 1L TPK 12,12,SANTA CLARA SEMIDESCREMADA 1.00 L NO RETORNABLE,LECHE UHT REGULAR,SANTA CLARA SEMIDESCREMADA,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE SEMIDESCREMADA,TETRA PACK,1,LECHE UHT REGULAR,LACTEOS,LECHE,LECHE UHT REGULAR,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
2696,COCA-COLA 355 ML NR PET 24B,24,COCA-COLA 400 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,12 OZ. NR PET,355,NO RETORNABLE,12 OZ.,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
302,COCA-COLA LIGHT 2 LTS NR 8B,8,COCA-COLA LIGHT 2.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,2 LTS. NR,2000,NO RETORNABLE,2 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4996,CC LIGHT 235ML LATA 8 MPK,8,COCA-COLA LIGHT 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,COLA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
5859,SPRITE ZERO600 PNR6,6,SPRITE 600 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE ZERO,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,LIMA LIMON,PLASTICO,0,SABORES LIGHT,REFRESCOS,SABORES,SABORES LIGHT,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
9151,DEL VALLE GUAYABA NECTAR 413 ML NR VD 6B,6,DEL VALLE 413 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,413 ML NR VID,413,NO RETORNABLE,413 ML,INDIVIDUAL,GUAYABA,VIDRIO,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,GUAYABA
2591,SIDRAL MUNDET 2.5 LT NR PET 8B,8,SIDRAL MUNDET 2.50 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,SIDRAL MUNDET,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,MANZANA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MANZANA
1012,COCA-COLA LIGHT 600 ML NR 6B,6,COCA-COLA LIGHT 600 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
5865,SPRITE 400ML PNR 6,6,SPRITE 400 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,SPRITE,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,LIMA LIMON,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SPRITE,LIMA LIMÓN
557,JOYA PONCHE 500 ML NR 12B,12,JOYA 500 ML NO RETORNABLE,SABORES INDIVIDUAL NO RETORNABLE,JOYA,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,PONCHE,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PONCHE
405,COCA-COLA LIGHT 600 ML NR 24B,24,COCA-COLA LIGHT 600 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA LIGHT,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2008,POWERADE FRUTAS 500 ML NR 6B,6,POWERADE 600 ML NO RETORNABLE,ISOTONICOS,POWERADE,500 ML NR PET,500,NO RETORNABLE,500 ML,INDIVIDUAL,FRUTAS,PLASTICO,1,ISOTONICOS,CATEGORIAS EN EXPANSION,ISOTONICOS,ISOTONICOS REGULAR,BEBIDAS EMERGENTES,ISOTÓNICOS,POWERADE,FRUTAS
9860,SCL LECHE SEMIDESCREM 1L TPK 6,6,SANTA CLARA SEMIDESCREMADA 1.00 L NO RETORNABLE,LECHE UHT REGULAR,SANTA CLARA SEMIDESCREMADA,1 LTRO. TETRA,1000,NO RETORNABLE,1 LITRO,FAMILIAR,LECHE SEMIDESCREMADA,TETRA PACK,1,LECHE UHT REGULAR,LACTEOS,LECHE,LECHE UHT REGULAR,LÁCTEOS,LECHE,SANTA CLARA,SIN SABOR
9869,COCA-COLA SIN AZUCAR 500 ML NR VID 24B,24,COCA-COLA SIN AZUCAR 500 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,500 ML NR VIDRIO,500,NO RETORNABLE,500 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14381,MIX 235 ML LAT 4(CC1CAR1VAI2EXP) MPK,4,COCA-COLA CAFE 235 ML NO RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA CAFE,LATA 235 ML,235,NO RETORNABLE,235 ML,INDIVIDUAL,SURTIDA,LATA,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS SABORES,COCA-COLA,MIXTO
9240,DEL VALLE MANGO NECTAR LATA 453ML 6B,6,DEL VALLE 453 ML NO RETORNABLE,JUGOS Y NECTARES IMPULSO,DEL VALLE,LATA 453 ML,453,NO RETORNABLE,LATA,INDIVIDUAL,MANGO,LATA,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,MANGO
9865,COCA-COLA SIN AZUCAR 2.50 LT NR PET 8B,8,COCA-COLA SIN AZUCAR 2.50 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA SIN AZUCAR,2.5 LTS. NR,2500,NO RETORNABLE,2.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
2423,JOYA PONCHE 3 LITROS NR 6B,6,JOYA 3.00 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,JOYA,3 LTS. NR,3000,NO RETORNABLE,3 LTS.,FAMILIAR,PONCHE,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,PONCHE
5681,CIEL MINERALIZADA 600ML PNR24,24,CIEL MINERALIZADA 600 ML NO RETORNABLE,AGUA MINERAL INDIVIDUAL,CIEL MINERALIZADA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,AGUA MINERAL,PLASTICO,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,CIEL,SIN SABOR
14220,CIEL MINERALIZADA 355 ML NR LAT 6,6,CIEL MINERALIZADA 355 ML NO RETORNABLE,AGUA MINERAL INDIVIDUAL,CIEL MINERALIZADA,LATA 355 ML,355,NO RETORNABLE,355 ML,INDIVIDUAL,AGUA MINERAL,LATA,0,AGUA MINERAL,AGUA,AGUA MINERAL,AGUA MINERAL,AGUA,AGUA MINERAL,CIEL,SIN SABOR
4207,DEL VALLE NC NAR 946 ML NR TPK 12,12,DEL VALLE 946 ML NO RETORNABLE,JUGOS Y NECTARES HOGAR,DEL VALLE 100% JUGO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,NARANJA,TETRA PACK,1,JUGOS Y NECTARES,CATEGORIAS EN EXPANSION,JUGOS Y NECTARES,JUGOS Y NECTARES,BEBIDAS EMERGENTES,JUGOS & NÉCTARES,DEL VALLE,NARANJA
2287,COCA-COLA 1.5 LTS NR 12B,12,COCA-COLA 1.50 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
3363,ADES FRUTAL MANGO 200ML TPK 4,4,ADES LACTEO 200 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES FRUTAL,200 ML TETRA,200,NO RETORNABLE,200 ML,INDIVIDUAL,MANGO,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,MANGO
2186,CIEL 600 ML NR 6B (MULTIPK),6,CIEL AGUA PURIFICADA 600 ML NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
9870,COCA-COLA SIN AZUCAR 500 ML RT VID 24B,24,COCA-COLA SIN AZUCAR 500 ML RETORNABLE,COLAS LIGHT INDIVIDUAL,COCA-COLA SIN AZUCAR,500 ML RET,500,RETORNABLE,500 ML,INDIVIDUAL,COLA,VIDRIO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
14294,FANTA NARANJA 1.75 L NR PET 4,4,FANTA 1.75 L NO RETORNABLE,SABORES FAMILIAR NO RETORNABLE,FANTA,1.750 LTS NR,1750,NO RETORNABLE,1.750 LTS,FAMILIAR,NARANJA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,FANTA,NARANJA
14343,MIX 2.50 L PRET 8(4SMPERA4SMMZA),8,SIDRAL MUNDET 2.50 L RETORNABLE,SABORES FAMILIAR RETORNABLE,SIDRAL MUNDET,2.5 LTS. RET PET,2500,RETORNABLE,2.5 LTS.,FAMILIAR,SURTIDA,PLASTICO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,SIDRAL MUNDET,MIXTO
14427,COSTA - MOCHA ITAL 250 GRS NR BOL 1,1,COSTA 250 G NO RETORNABLE,NOT_SUGGESTED,COSTA,BOLSA 250 GR.,0,NO RETORNABLE,250 GR.,FAMILIAR,MOCHA ITALIA,BOLSA,1,CAFE MOLIDO,CATEGORIAS EN EXPANSION,CAFE,CAFE,BEBIDAS EMERGENTES,BEBIDAS NO PREPARADAS,COSTA,MOCHA ITALIA
14418,COCA COLA 1.50 L NR PET 6B,6,COCA-COLA 1.50 L NO RETORNABLE,COLAS REGULAR FAMILIAR NO RETORNABLE,COCA-COLA,1.5 LTS. NR,1500,NO RETORNABLE,1.5 LTS.,FAMILIAR,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9050,FRUTSI FRUTAS 250 ML NR 24B,24,FRUTSI 250 ML NO RETORNABLE,BEBIDAS INFANTILES,FRUTSI,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,FRUTAS,PLASTICO,1,BEBIDAS INFANTILES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,FRUTSI,FRUTAS
2676,FUZE TEA VERDE LIMON 600ML NR 6B,6,FUZE TEA 600 ML NO RETORNABLE,TE,FUZE TEA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,TE VERDE,PLASTICO,1,TE,CATEGORIAS EN EXPANSION,TE,TE REGULAR,BEBIDAS EMERGENTES,TÉ LISTO PARA BEBER,FUZE TEA,TÉ VERDE LIMÓN
14546,MONSTER E ULTRA PARADISE 473ML NR LAT 4B,4,MONSTER ENERGY 355 ML NO RETORNABLE,BEBIDAS ENERGETICAS,MONSTER ENERGY,LATA 16 OZ.,473,NO RETORNABLE,473 ML,INDIVIDUAL,KIWI LIMA Y PEPINO,LATA,0,BEBIDAS ENERGETICAS,CATEGORIAS EN EXPANSION,BEBIDAS ENERGETICAS,BEBIDAS ENERGETICAS,BEBIDAS EMERGENTES,ENERGÉTICOS,MONSTER,KIWI LIMÓN
9382,MX PULPY 400ML NR 6 (3DZO3MGO),6,PULPY 400 ML NO RETORNABLE,BEBIDAS REFRESCANTES,PULPY,400 ML NR,400,NO RETORNABLE,400 ML,INDIVIDUAL,SURTIDA,PLASTICO,1,BEBIDAS REFRESCANTES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS REFRESCANTES,DEL VALLE,MIXTO
420,CIEL 600 ML NR 6B,6,CIEL AGUA PURIFICADA 600 ML NO RETORNABLE,AGUA PURIFICADA INDIVIDUAL,CIEL AGUA PURIFICADA,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,AGUA,PLASTICO,1,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,AGUA PURIFICADA,AGUA,AGUA PURIFICADA,CIEL,SIN SABOR
1013,DELAWARE PUNCH UVA LATA 6B,6,DELAWARE PUNCH 355 ML NO RETORNABLE,BEBIDAS REFRESCANTES,DELAWARE PUNCH,LATA,355,NO RETORNABLE,LATA,INDIVIDUAL,UVA,LATA,1,BEBIDAS REFRESCANTES,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS REFRESCANTES,DELAWARE PUNCH,UVA
9666,COCA COLA LIGHT 1 L PNR 6B MPK,6,COCA-COLA LIGHT 1.00 L NO RETORNABLE,COLAS LIGHT FAMILIAR,COCA-COLA LIGHT,1 LTRO. N.R.,1000,NO RETORNABLE,1 LITRO,FAMILIAR,COLA,PLASTICO,0,COLAS LIGHT,REFRESCOS,COLAS,COLAS LIGHT,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
4337,ADES LACTEO VAINILLA 946ML TPK 12,12,ADES LACTEO 946 ML NO RETORNABLE,BEBIDAS DE SOYA,ADES LACTEO,946 ML TETRA,946,NO RETORNABLE,946 ML,FAMILIAR,VAINILLA,TETRA PACK,1,BEBIDAS DE SOYA,CATEGORIAS EN EXPANSION,BEBIDAS DE SOYA,BEBIDAS DE SOYA,BEBIDAS EMERGENTES,BEBIDAS DE SEMILLAS,ADES,VAINILLA
4707,COCA-COLA 250 ML NR PET 24,24,COCA-COLA 250 ML NO RETORNABLE,COLAS REGULAR INDIVIDUAL NO RETORNABLE,COCA-COLA,250 ML. NR PET,250,NO RETORNABLE,250 ML,INDIVIDUAL,COLA,PLASTICO,0,COLAS REGULAR,REFRESCOS,COLAS,COLAS REGULAR,REFRESCOS,COLAS NEGRAS,COCA-COLA,COLA
9199,VALLE FRUT UVA 600 ML NR 12B,12,VALLE FRUT NOT CITRUS 600 ML NO RETORNABLE,BEBIDAS REFRESCANTES,VALLE FRUT,600 ML NR,600,NO RETORNABLE,600 ML,INDIVIDUAL,UVA,PLASTICO,1,NARANJADAS,CATEGORIAS EN EXPANSION,BEBIDAS DE FRUTA,BEBIDAS DE FRUTA,BEBIDAS EMERGENTES,BEBIDAS DE FRUTA,VALLE FRUT,UVA
18,JOYA DURAZNO 12 OZ RET VID 24B,24,JOYA 355 ML RETORNABLE,SABORES INDIVIDUAL RETORNABLE,JOYA,12 OZ. RET,355,RETORNABLE,12 OZ.,INDIVIDUAL,DURAZNO,VIDRIO,0,SABORES REGULAR,REFRESCOS,SABORES,SABORES REGULAR,REFRESCOS,SABORES,JOYA,DURAZNO
